row_id,credit_limit,sex,education,marital_status,age,latest_repayment_status,maximum_repayment_delay_6m,delayed_months_6m,average_bill_6m,bill_change_sep_to_apr,total_payment_6m,payment_to_bill_ratio_6m,zero_payment_months_6m,utilization_sep,repayment_assistance_plan,payment_difficulty_next_month
CR26-116938,220000,male,graduate_school,single,32,-1,0,0,3300,17400,2200,0.11,1,0.08,no,0
CR26-116368,320000,female,university,single,30,2,2,1,900,-1400,7100,1.33,0,0.0,no,1
CR26-117857,80000,male,high_school,married,38,-1,2,2,3400,-16400,21600,1.05,3,0.0,yes,1
CR26-105444,50000,male,university,single,25,3,3,2,24900,31200,10100,0.07,0,1.01,no,0
CR26-115922,80000,female,graduate_school,single,29,1,1,1,5000,-4300,22000,0.74,3,0.0,no,0
CR26-127399,340000,female,graduate_school,married,41,0,0,0,296800,59900,76000,0.04,0,0.96,no,0
CR26-102036,230000,male,university,single,31,0,0,0,112400,-17500,32700,0.05,0,0.44,no,0
CR26-117326,180000,male,university,married,26,-1,0,0,400,0,2400,1.0,0,0.0,no,0
CR26-126380,30000,female,university,married,28,0,0,0,11000,-3700,6100,0.09,0,0.29,no,0
CR26-117958,100000,female,high_school,married,66,0,0,0,98700,2500,24300,0.04,0,1.0,yes,0
CR26-110885,100000,female,university,married,44,1,2,2,61800,52800,11000,0.03,1,0.98,yes,1
CR26-100054,20000,female,university,married,54,3,3,6,8000,-2200,3900,0.08,3,0.32,yes,1
CR26-103830,360000,male,unknown,married,66,-1,0,0,54800,46200,454200,1.38,0,0.13,no,0
CR26-126859,220000,female,graduate_school,single,33,-1,2,2,1300,200,4200,0.56,0,0.01,no,0
CR26-114083,120000,female,graduate_school,single,34,-1,2,1,6800,8000,14200,0.35,3,0.14,no,0
CR26-117649,200000,male,university,single,30,0,0,0,64800,5600,22400,0.06,0,0.34,no,1
CR26-113064,340000,female,university,single,25,-2,0,0,400,-600,2300,0.98,3,0.0,yes,0
CR26-100859,140000,male,university,married,48,0,0,0,86900,-18800,26000,0.05,1,0.58,no,0
CR26-127316,500000,female,graduate_school,married,35,-2,0,0,49600,-209500,297000,1.0,0,0.01,no,0
CR26-123767,100000,female,university,married,41,2,2,1,74800,-6800,20300,0.05,0,0.72,no,0
CR26-117810,180000,male,university,single,26,0,0,0,56300,25400,19600,0.06,0,0.37,no,0
CR26-113073,90000,male,graduate_school,single,27,-1,0,0,2300,200,13600,0.97,0,0.01,no,0
CR26-103070,210000,female,university,single,25,-1,0,0,38600,-62100,102700,0.44,0,0.01,no,0
CR26-106638,450000,female,graduate_school,married,42,-1,0,0,14700,72500,30300,0.34,2,0.16,no,0
CR26-120312,10000,male,university,single,38,0,0,0,8800,-1600,3500,0.07,0,0.8,no,1
CR26-111781,310000,female,graduate_school,married,39,-2,0,0,800,7000,10600,1.33,1,0.02,no,0
CR26-126379,230000,male,graduate_school,married,41,-1,0,0,3200,9400,9600,0.51,5,0.04,no,0
CR26-102829,360000,female,graduate_school,single,27,0,0,0,101400,64000,19900,0.03,0,0.36,yes,1
CR26-108899,50000,female,high_school,single,36,0,0,0,41300,19800,8300,0.03,0,1.0,yes,1
CR26-126480,300000,male,graduate_school,single,32,1,2,3,25100,-46200,70800,0.47,0,0.04,no,0
CR26-127548,180000,female,graduate_school,single,34,-2,0,0,20900,-56000,130600,1.04,0,0.0,no,0
CR26-107013,160000,female,graduate_school,married,39,-2,0,0,800,-100,5000,1.09,0,0.0,yes,0
CR26-116526,160000,female,graduate_school,single,31,0,0,0,148100,22800,34100,0.04,0,1.01,no,0
CR26-105607,280000,female,university,single,32,-2,0,0,0,0,0,0.0,6,0.0,no,0
CR26-115807,150000,male,high_school,single,44,0,0,0,135800,41700,31400,0.04,0,1.01,yes,0
CR26-128472,100000,female,university,married,43,-1,0,0,1500,-700,10200,1.1,0,0.02,yes,0
CR26-112563,210000,female,university,single,24,-2,0,0,3000,-1500,21200,1.16,0,0.0,no,0
CR26-129553,60000,female,graduate_school,single,27,1,2,2,2900,-4400,5400,0.31,3,0.0,yes,0
CR26-124288,30000,female,high_school,married,23,2,2,4,17500,-3200,5200,0.05,2,0.53,yes,1
CR26-101427,200000,female,graduate_school,single,34,1,1,1,0,0,17000,5.0,5,0.0,no,0
CR26-129764,500000,female,graduate_school,married,36,-2,0,0,12300,-11300,81000,1.1,0,0.02,no,0
CR26-109757,100000,female,high_school,married,41,1,2,4,99800,1000,20000,0.03,3,1.02,yes,0
CR26-116129,110000,female,university,single,33,1,1,1,0,-200,400,0.4,4,0.0,no,0
CR26-123486,80000,female,university,single,37,-1,2,1,15100,-29800,39400,0.44,1,0.01,no,0
CR26-120868,160000,male,university,married,27,0,0,0,49200,112000,14500,0.05,2,0.7,no,1
CR26-113277,220000,female,university,married,35,0,0,0,66700,66300,21800,0.05,0,0.46,no,0
CR26-104106,10000,male,university,married,50,2,7,6,2400,0,0,0.0,6,0.24,yes,1
CR26-106031,80000,female,university,married,43,-2,0,0,0,700,1600,1.48,3,0.0,no,0
CR26-120771,360000,female,university,married,45,0,0,0,152700,131900,29100,0.03,0,0.62,yes,0
CR26-111728,50000,male,high_school,married,65,1,2,6,12600,-1400,4500,0.06,3,0.24,yes,1
CR26-121126,110000,female,high_school,single,51,0,0,0,101700,15700,26600,0.04,0,1.01,yes,0
CR26-102818,110000,male,university,married,39,0,0,0,55700,-1900,12700,0.04,0,0.5,no,0
CR26-110033,90000,female,graduate_school,single,27,2,2,2,29500,-5000,8600,0.05,2,0.31,yes,1
CR26-114554,290000,female,graduate_school,single,24,0,0,0,2500,9800,4000,0.27,4,0.04,no,1
CR26-104508,80000,female,graduate_school,single,33,0,0,0,37700,36700,32800,0.15,0,0.75,no,0
CR26-123385,230000,female,graduate_school,single,32,-1,0,0,6900,-6100,43300,1.04,0,0.0,no,0
CR26-128399,300000,female,high_school,single,32,1,1,1,13700,0,75300,0.92,3,0.0,yes,0
CR26-129794,160000,male,graduate_school,single,37,2,2,4,71400,-24600,34100,0.08,2,0.39,yes,1
CR26-110762,380000,male,unknown,married,48,-1,0,0,16400,-3300,101700,1.03,0,0.05,no,0
CR26-121032,200000,male,graduate_school,married,43,-1,0,0,2800,-5500,45700,2.68,0,0.01,no,0
CR26-116803,200000,female,graduate_school,married,38,-1,0,0,0,300,500,0.52,4,0.0,no,0
CR26-127213,80000,female,graduate_school,married,37,0,0,0,92100,25500,20200,0.04,0,1.31,yes,0
CR26-108141,120000,female,graduate_school,single,35,-1,0,0,2100,800,10700,0.84,1,0.02,no,0
CR26-110538,150000,female,university,single,24,1,2,2,137400,59100,41600,0.05,0,1.14,yes,0
CR26-115891,50000,female,graduate_school,single,23,-1,2,1,4200,200,21400,0.85,1,0.16,yes,0
CR26-115505,140000,female,high_school,single,43,0,0,0,119700,50500,27500,0.04,0,1.01,no,0
CR26-129196,10000,male,high_school,married,36,0,2,3,7600,-3600,5300,0.12,2,0.51,no,0
CR26-101410,50000,male,high_school,married,45,0,0,0,15600,22200,7600,0.08,0,0.59,no,1
CR26-107029,160000,female,university,single,33,2,3,4,165500,-1200,39500,0.04,2,1.01,no,1
CR26-122317,100000,male,graduate_school,married,35,0,0,0,56700,-8300,13800,0.04,1,0.45,no,0
CR26-125063,100000,female,university,married,23,0,0,0,3600,5900,5900,0.28,1,0.07,no,0
CR26-129840,50000,female,university,single,35,0,0,0,42100,22100,58800,0.23,0,1.01,no,0
CR26-128118,130000,male,high_school,married,44,0,0,0,117600,30000,39800,0.06,0,0.96,no,1
CR26-124342,50000,female,university,married,61,3,3,2,44400,22500,7900,0.03,0,1.05,no,1
CR26-128160,160000,female,graduate_school,single,31,-1,0,0,1100,1700,4900,0.75,4,0.01,no,0
CR26-111908,110000,female,graduate_school,married,45,0,0,0,8900,21500,7100,0.13,1,0.2,no,0
CR26-106605,50000,male,university,single,27,1,1,1,40400,-50800,58200,0.24,0,0.0,yes,0
CR26-129347,30000,female,unknown,single,45,2,2,1,30300,-100,8600,0.05,0,0.98,yes,1
CR26-110787,150000,male,other,other_or_unknown,27,-1,0,0,1900,3500,7100,0.62,4,0.02,no,0
CR26-118168,480000,female,university,married,45,-1,0,0,6200,-100,37700,1.01,0,0.0,no,0
CR26-106245,70000,male,university,other_or_unknown,34,-2,0,0,41900,19100,78800,0.31,1,0.84,yes,0
CR26-105616,50000,male,university,single,24,0,0,0,33700,40400,7400,0.04,0,1.0,no,1
CR26-118922,80000,female,university,single,23,1,2,6,71300,-7100,19400,0.05,2,0.86,no,1
CR26-109191,320000,female,graduate_school,single,41,-2,0,0,11200,-36300,94600,1.41,0,0.01,no,0
CR26-126778,50000,female,university,married,36,0,0,0,47700,19600,9500,0.03,0,0.95,no,0
CR26-124666,470000,female,graduate_school,single,39,-1,0,0,3300,-900,20900,1.06,0,0.0,no,0
CR26-122649,20000,female,university,single,27,0,2,3,20700,-10600,30900,0.25,2,0.87,no,0
CR26-107353,300000,male,graduate_school,married,37,0,0,0,6800,41000,0,0.0,6,0.14,yes,0
CR26-112259,90000,female,university,married,45,0,0,0,66600,-23900,129100,0.32,1,0.7,no,0
CR26-125079,60000,female,high_school,married,42,0,2,3,21200,8100,10000,0.08,1,0.44,no,0
CR26-113254,200000,female,university,single,43,-2,0,0,10100,0,60300,1.0,0,0.05,no,0
CR26-115056,320000,female,graduate_school,single,24,0,0,0,67100,6400,36000,0.09,0,0.2,no,0
CR26-117352,170000,male,university,married,48,0,0,0,130000,15600,29400,0.04,0,0.81,no,0
CR26-100321,60000,male,high_school,married,41,0,0,0,57700,1500,13800,0.04,0,0.98,no,0
CR26-123837,50000,male,university,single,25,2,2,1,28200,39500,6300,0.04,0,0.96,yes,0
CR26-120204,200000,female,university,single,24,0,0,0,107200,-89400,161900,0.25,0,0.26,no,0
CR26-121376,50000,male,high_school,married,40,1,2,2,15800,12500,4100,0.04,1,0.48,no,0
CR26-105500,150000,female,university,single,32,0,0,0,22800,41100,73400,0.54,0,0.33,no,0
CR26-111449,290000,female,university,married,37,-1,0,0,4500,-5800,7500,0.28,0,0.0,no,0
CR26-113029,210000,female,university,married,46,-1,0,0,2900,1100,12700,0.74,1,0.01,no,1
CR26-121644,460000,male,graduate_school,married,37,2,2,1,8700,-2600,8200,0.16,0,0.02,no,1
CR26-116558,280000,female,university,married,38,0,0,0,15300,-25700,80000,0.87,0,0.03,no,0
CR26-126567,50000,male,graduate_school,single,36,2,2,2,39400,21900,7400,0.03,1,0.92,no,0
CR26-100192,260000,female,university,married,46,-2,0,0,18400,17000,60800,0.55,0,0.11,no,0
CR26-106170,150000,male,unknown,married,40,-1,0,0,400,-600,2200,0.84,1,0.0,no,0
CR26-106805,210000,male,university,married,41,1,2,2,104900,29800,17600,0.03,1,0.71,no,0
CR26-120050,60000,female,university,single,43,1,3,4,49600,-10500,15200,0.05,3,0.74,no,1
CR26-112636,210000,female,high_school,married,54,0,0,0,98400,-7500,22500,0.04,0,0.45,no,0
CR26-111736,200000,female,graduate_school,single,46,-2,0,0,3400,-1200,19900,0.98,0,0.01,no,0
CR26-125738,120000,male,graduate_school,single,26,0,0,0,27700,-15800,24500,0.15,0,0.16,no,0
CR26-120677,60000,male,graduate_school,single,26,-1,2,1,800,-1200,4300,0.89,2,0.01,yes,1
CR26-105907,180000,female,university,married,37,1,1,1,300,-1300,4700,0.88,4,0.0,yes,0
CR26-102679,130000,male,high_school,single,33,0,0,0,98900,-11600,29000,0.05,0,0.71,no,0
CR26-121351,360000,female,graduate_school,single,26,-2,0,0,6600,-10700,31500,0.79,0,0.0,no,0
CR26-114956,240000,female,graduate_school,married,34,0,0,0,1500,400,8800,1.0,0,0.01,no,0
CR26-105161,220000,male,university,married,39,1,2,2,6600,-3400,5000,0.13,1,0.02,yes,0
CR26-120206,70000,male,graduate_school,single,29,1,2,2,51400,29200,27500,0.09,0,1.02,no,1
CR26-102767,300000,female,university,married,35,0,0,0,10200,8600,38100,0.62,0,0.04,no,0
CR26-113583,130000,male,university,single,25,0,0,0,5800,-400,5200,0.15,3,0.04,no,0
CR26-114863,210000,female,university,single,43,0,0,0,147600,69000,120700,0.14,0,0.86,yes,0
CR26-104934,310000,female,university,married,46,-1,0,0,2400,13300,3200,0.21,1,0.04,no,0
CR26-104758,80000,female,university,married,49,0,0,0,81900,5500,20700,0.04,0,1.05,no,0
CR26-122505,200000,male,university,married,30,0,0,0,92600,82900,76600,0.14,0,0.57,no,0
CR26-115821,20000,male,university,single,36,2,2,3,13700,-6100,9300,0.11,0,0.52,no,0
CR26-124513,20000,male,university,single,23,0,2,1,17200,-4300,6400,0.06,2,0.74,no,0
CR26-128348,40000,male,university,single,26,3,3,6,6700,-1400,3200,0.08,2,0.14,yes,1
CR26-128790,60000,male,university,single,30,0,0,0,48800,29800,10500,0.04,0,0.95,no,1
CR26-126505,440000,female,university,married,44,0,0,0,38100,60100,125800,0.55,1,0.16,yes,0
CR26-103817,30000,female,university,single,24,0,2,1,22000,-5900,9600,0.07,1,0.61,no,0
CR26-106497,120000,female,university,married,28,-2,0,0,300,1600,100,0.08,5,0.01,yes,1
CR26-117002,60000,female,graduate_school,married,29,0,3,3,56300,-4800,18800,0.06,1,0.86,no,1
CR26-119527,240000,female,university,single,42,-1,0,0,31100,1200,189800,1.02,0,0.01,no,0
CR26-105069,20000,female,high_school,single,24,-1,0,0,4000,5100,20700,0.87,2,0.26,no,0
CR26-126058,330000,male,high_school,married,53,0,0,0,122700,141100,14800,0.02,1,0.43,no,1
CR26-116102,130000,female,high_school,married,25,0,0,0,131500,2300,29400,0.04,0,1.02,no,0
CR26-106017,20000,male,university,single,34,1,2,2,19200,5100,10100,0.09,1,1.03,no,0
CR26-111714,200000,male,graduate_school,single,32,0,0,0,149500,-10200,35400,0.04,0,0.71,no,0
CR26-101871,230000,male,graduate_school,single,43,-1,0,0,38000,-91000,138100,0.61,0,0.01,yes,0
CR26-119495,200000,female,university,married,36,-2,0,0,1200,3100,7600,1.1,3,0.02,yes,0
CR26-123075,300000,male,graduate_school,married,34,0,0,0,98500,-78800,96700,0.16,0,0.22,no,0
CR26-127999,130000,female,university,single,27,1,1,1,3100,-5800,7200,0.39,0,0.0,no,0
CR26-110602,270000,female,university,married,65,1,1,1,4000,-1600,23900,1.0,1,0.0,no,0
CR26-114677,300000,female,university,married,40,-1,0,0,400,2500,0,0.0,6,0.01,no,1
CR26-110679,130000,male,university,single,31,1,2,4,62000,32500,9000,0.02,1,0.54,no,0
CR26-127170,330000,male,graduate_school,single,36,-2,0,0,0,0,0,0.0,6,0.0,no,0
CR26-102398,50000,male,university,single,28,0,2,1,44000,3500,10600,0.04,1,0.97,no,0
CR26-106461,70000,female,university,single,24,0,0,0,54700,21700,28100,0.09,0,0.97,no,1
CR26-126324,130000,female,university,single,25,2,2,2,113300,46700,32900,0.05,1,1.07,yes,1
CR26-100775,50000,male,university,married,34,1,2,6,17000,2200,5500,0.05,3,0.33,yes,0
CR26-106064,260000,female,university,single,34,0,0,0,38300,5300,30100,0.13,0,0.15,no,0
CR26-108679,20000,male,university,single,33,3,8,6,20200,-5600,8000,0.07,5,0.73,yes,1
CR26-105864,200000,female,graduate_school,single,26,0,0,0,2400,5300,10300,0.7,1,0.03,no,0
CR26-121418,60000,female,university,single,25,0,0,0,21600,-3500,13000,0.1,0,0.3,no,0
CR26-110931,180000,female,graduate_school,single,41,0,0,0,8400,-2600,3900,0.08,1,0.04,no,0
CR26-116362,180000,female,university,single,28,1,2,3,159200,33300,35400,0.04,0,0.96,no,1
CR26-111211,100000,female,university,single,26,0,0,0,49800,-5800,12000,0.04,0,0.47,no,0
CR26-105132,30000,female,university,married,42,0,0,0,12300,-8100,10700,0.14,0,0.33,no,0
CR26-121426,30000,female,high_school,married,23,2,2,4,16800,-3900,6700,0.07,1,0.5,no,1
CR26-123355,90000,female,university,married,56,-1,0,0,5700,-3600,36000,1.06,0,0.01,no,0
CR26-111855,210000,male,university,married,42,-1,0,0,9300,600,49700,0.89,0,0.04,no,0
CR26-119861,50000,female,university,married,27,0,0,0,36400,20800,8900,0.04,0,0.97,no,1
CR26-112048,210000,female,high_school,married,27,1,1,1,200,0,2100,2.11,4,0.0,no,0
CR26-103307,240000,female,university,married,43,0,0,0,45100,7600,11100,0.04,0,0.2,yes,0
CR26-111920,390000,female,graduate_school,single,29,0,0,0,150200,84000,38200,0.04,0,0.5,yes,0
CR26-102356,210000,female,graduate_school,married,44,-1,0,0,700,0,6000,1.38,1,0.0,no,0
CR26-127856,100000,female,university,married,39,2,2,2,79100,1300,20100,0.04,0,0.78,yes,1
CR26-123723,300000,male,graduate_school,single,41,-1,0,0,1200,1000,4400,0.6,3,0.01,yes,0
CR26-109835,80000,female,high_school,married,34,-1,0,0,4400,-3000,22800,0.87,1,0.04,no,0
CR26-116673,220000,female,graduate_school,married,44,0,0,0,211000,24700,44600,0.04,0,0.98,yes,0
CR26-123395,230000,female,high_school,married,43,-2,0,0,1000,700,5100,0.88,0,0.0,no,0
CR26-105048,170000,male,university,single,42,0,0,0,99200,2800,24200,0.04,0,0.6,no,0
CR26-120279,230000,female,university,married,33,1,1,1,300,0,2000,1.0,5,0.0,no,0
CR26-104630,160000,female,university,married,47,1,1,1,0,0,0,0.0,6,0.0,no,1
CR26-114096,110000,male,university,married,36,0,0,0,91200,31300,18600,0.03,0,0.99,yes,1
CR26-104422,190000,female,high_school,married,54,-1,0,0,-900,900,12100,5.0,2,0.0,no,0
CR26-118806,470000,female,university,married,35,0,0,0,60100,7500,15300,0.04,0,0.14,no,0
CR26-114567,390000,female,high_school,single,30,0,0,0,225000,164700,38700,0.03,0,0.87,yes,1
CR26-118491,440000,female,graduate_school,single,29,0,0,0,160400,17700,42200,0.04,0,0.39,no,1
CR26-104142,100000,female,graduate_school,single,30,1,2,2,86800,34000,15600,0.03,1,1.05,no,0
CR26-121517,330000,male,graduate_school,married,49,-2,0,0,2200,3700,15300,1.14,1,0.02,no,0
CR26-119631,360000,male,university,single,31,0,0,0,21000,31400,15500,0.12,0,0.1,no,0
CR26-106686,450000,male,high_school,single,38,0,0,0,291200,60100,116000,0.07,0,0.72,yes,0
CR26-127966,60000,female,university,single,24,0,0,0,43700,14300,9600,0.04,0,0.85,no,1
CR26-118762,200000,male,high_school,married,43,-1,0,0,2000,0,8000,0.68,2,0.01,yes,0
CR26-112598,340000,female,graduate_school,single,29,0,0,0,67600,47400,12900,0.03,0,0.24,no,0
CR26-121597,30000,female,graduate_school,single,27,1,2,3,29000,-500,7000,0.04,2,0.96,yes,0
CR26-107132,60000,female,high_school,married,39,2,2,2,28200,3000,10600,0.06,2,0.49,no,0
CR26-126507,20000,male,university,single,24,2,2,1,18700,-3200,5300,0.05,1,0.84,no,0
CR26-100238,180000,female,university,married,27,0,0,0,121600,-14200,37000,0.05,0,0.64,no,1
CR26-109360,140000,female,university,single,26,-1,0,0,52100,-84500,124800,0.4,0,0.07,yes,0
CR26-109030,30000,female,graduate_school,single,24,-1,0,0,4900,-1600,28900,0.98,1,0.1,no,0
CR26-119282,300000,male,graduate_school,married,35,0,0,0,52300,-2000,91900,0.29,0,0.3,yes,0
CR26-118072,120000,female,university,single,37,0,0,0,99100,-9600,24600,0.04,0,0.78,no,0
CR26-100069,20000,female,university,single,25,2,2,6,17300,-3800,7600,0.07,2,0.73,no,1
CR26-111804,60000,female,university,married,37,0,0,0,57500,3100,14900,0.04,0,0.96,no,0
CR26-111310,70000,male,graduate_school,single,30,0,2,1,49000,-58500,67600,0.23,2,0.03,yes,0
CR26-115212,110000,female,graduate_school,single,34,0,0,0,93500,29700,19600,0.03,0,1.01,no,1
CR26-127487,150000,female,university,married,44,0,0,0,50500,-700,11000,0.04,0,0.33,no,0
CR26-116312,300000,male,graduate_school,married,45,-1,0,0,1100,1100,5600,0.84,3,0.0,no,0
CR26-101268,80000,female,university,single,44,0,0,0,1700,7500,2900,0.28,5,0.09,no,0
CR26-111783,240000,female,university,married,44,0,2,1,222200,10300,52000,0.04,1,0.92,no,0
CR26-120641,190000,male,university,single,40,2,2,6,156500,-16300,41600,0.04,1,0.79,yes,0
CR26-101816,170000,male,graduate_school,married,41,-1,0,0,5100,10300,33800,1.11,3,0.06,no,0
CR26-116031,80000,female,high_school,single,35,1,1,1,0,0,0,0.0,6,0.0,no,1
CR26-108986,30000,female,high_school,married,35,2,2,1,28700,3100,9400,0.05,0,0.96,yes,0
CR26-110329,290000,female,graduate_school,married,41,-1,0,0,2400,9000,4300,0.3,3,0.04,no,0
CR26-103531,50000,male,university,single,23,0,0,0,36800,40200,7200,0.03,0,1.0,no,0
CR26-123200,50000,male,high_school,married,32,2,3,6,40400,-4200,12400,0.05,0,0.76,yes,0
CR26-107852,20000,female,graduate_school,single,24,-1,0,0,100,400,0,0.0,6,0.02,no,0
CR26-126407,150000,female,university,married,28,0,0,0,84700,26800,20700,0.04,0,0.66,yes,0
CR26-102683,50000,male,high_school,married,51,1,2,2,38200,18400,6600,0.03,0,0.96,no,1
CR26-103120,100000,male,graduate_school,married,55,0,0,0,18900,-6500,19000,0.17,1,0.11,no,0
CR26-101412,210000,female,university,single,28,0,0,0,67300,1300,144400,0.36,0,0.01,no,0
CR26-104455,180000,female,graduate_school,single,53,-2,0,0,-1600,0,0,0.0,6,0.0,no,1
CR26-116655,410000,female,graduate_school,married,31,-1,2,2,100,5000,9200,1.7,0,0.01,yes,0
CR26-123362,250000,female,university,married,45,-2,0,0,3300,2200,17800,0.9,1,0.01,no,0
CR26-128467,30000,female,university,married,67,2,2,4,28900,3500,7200,0.04,2,1.01,no,1
CR26-104707,20000,male,university,married,53,0,2,2,9900,19500,4000,0.07,2,0.98,no,0
CR26-107872,410000,male,graduate_school,single,32,0,0,0,168300,94100,40000,0.04,0,0.49,no,0
CR26-117239,80000,female,high_school,single,34,-2,0,0,-300,600,11000,5.0,3,0.01,no,0
CR26-110422,480000,male,graduate_school,married,44,0,0,0,318300,38500,89400,0.05,0,0.73,no,0
CR26-126504,80000,female,university,single,34,1,1,1,800,600,7400,1.0,5,0.0,no,1
CR26-120784,120000,female,graduate_school,married,42,-1,0,0,1000,-300,7000,1.14,0,0.0,no,0
CR26-122909,490000,male,graduate_school,married,29,-1,0,0,300,0,1800,0.89,2,0.0,no,0
CR26-111753,50000,female,high_school,married,25,2,2,2,30000,3100,23800,0.13,1,0.62,no,0
CR26-105080,140000,male,graduate_school,single,44,0,2,1,77500,-8100,21300,0.05,0,0.52,yes,0
CR26-129035,10000,female,high_school,single,22,0,2,1,7100,-2400,12900,0.3,1,0.76,yes,0
CR26-104389,20000,male,graduate_school,single,34,1,2,2,6100,8800,6500,0.18,1,0.44,no,0
CR26-121486,360000,female,high_school,married,56,1,1,1,0,0,300,0.25,5,0.0,yes,0
CR26-112192,100000,male,graduate_school,single,29,-2,0,0,400,-200,2200,0.85,2,0.0,no,0
CR26-102969,140000,female,university,married,45,0,0,0,38700,107000,7600,0.03,2,0.76,no,0
CR26-122568,150000,female,high_school,single,26,0,0,0,12500,4300,24600,0.33,0,0.14,no,0
CR26-119080,100000,male,university,married,41,1,2,2,74500,30800,16600,0.04,2,0.96,no,0
CR26-111453,20000,male,high_school,single,39,0,2,2,10500,-4400,5700,0.09,1,0.39,no,1
CR26-125226,200000,female,university,married,29,0,0,0,84900,-14300,28000,0.05,0,0.39,yes,1
CR26-120756,130000,female,university,married,28,0,0,0,71300,35500,36300,0.08,0,0.67,no,0
CR26-104956,110000,female,graduate_school,single,29,-2,0,0,1200,7400,2000,0.27,5,0.07,no,1
CR26-109911,200000,male,university,single,29,-1,0,0,2600,9000,9100,0.59,5,0.04,no,1
CR26-122376,280000,female,university,married,26,0,0,0,2800,4300,18900,1.11,0,0.02,no,0
CR26-108783,40000,male,university,married,47,1,3,5,39200,-2700,9700,0.04,3,0.94,no,0
CR26-112105,630000,male,graduate_school,single,32,-2,0,0,5100,-4100,77700,2.55,0,0.0,no,1
CR26-108585,160000,female,university,single,35,0,0,0,132300,-11000,39900,0.05,0,0.78,no,0
CR26-106337,120000,female,university,married,51,-1,0,0,47100,-41800,160700,0.57,0,0.04,no,0
CR26-108097,200000,female,graduate_school,married,39,-1,0,0,6300,5000,23400,0.62,0,0.04,no,0
CR26-105898,10000,male,university,single,24,0,2,1,7900,400,5400,0.11,1,0.9,no,0
CR26-120526,140000,male,graduate_school,married,43,-1,0,0,1600,0,8900,0.96,0,0.01,no,0
CR26-115418,70000,female,university,single,40,2,2,1,63900,5800,13500,0.04,0,0.92,no,0
CR26-116452,390000,female,university,married,45,1,1,1,0,0,4000,3.97,5,0.0,no,1
CR26-100313,120000,female,university,married,36,2,2,4,116700,600,26800,0.04,2,0.98,no,0
CR26-102613,50000,male,university,single,28,0,0,0,42700,22300,10000,0.04,0,0.99,no,0
CR26-118123,90000,female,university,single,23,-2,0,0,11300,-12200,66800,0.99,0,0.04,no,0
CR26-129444,90000,female,university,married,33,0,2,3,85000,-15100,24200,0.05,1,0.85,yes,0
CR26-112739,100000,female,high_school,married,36,0,0,0,94700,21300,21500,0.04,0,1.03,no,0
CR26-123430,150000,female,graduate_school,single,27,-1,0,0,10100,30600,6000,0.1,5,0.2,no,1
CR26-102763,190000,male,university,married,37,2,2,2,4600,100,17900,0.65,2,0.01,no,1
CR26-108130,70000,female,high_school,single,52,0,0,0,54100,79800,8600,0.03,0,1.51,no,1
CR26-126102,220000,male,graduate_school,single,25,-1,0,0,75600,-102900,115400,0.25,0,0.0,yes,0
CR26-111406,80000,male,university,single,28,0,0,0,4100,10700,4900,0.2,3,0.13,yes,0
CR26-116388,50000,male,university,single,31,1,2,2,27300,50100,5500,0.03,2,1.02,no,0
CR26-101240,20000,female,university,married,46,2,2,1,7600,-3400,4600,0.1,0,0.27,no,0
CR26-104607,410000,female,university,single,42,0,0,0,85700,-251900,322000,0.63,0,0.09,no,0
CR26-123166,20000,male,graduate_school,single,50,0,0,0,12300,12900,5700,0.08,0,0.89,no,0
CR26-126549,210000,male,graduate_school,single,28,-2,0,0,100,19900,2500,0.14,5,0.07,no,0
CR26-107701,210000,female,graduate_school,married,50,-1,0,0,100,0,500,0.54,1,0.0,no,0
CR26-120676,180000,male,university,single,30,-1,2,1,3400,1300,27100,1.34,2,0.02,no,0
CR26-111695,150000,female,graduate_school,married,29,-1,0,0,3700,1400,16000,0.72,1,0.02,no,0
CR26-101565,150000,male,university,married,31,-2,0,0,3000,-900,18600,1.04,2,0.0,no,0
CR26-126087,50000,male,university,single,27,0,0,0,24100,27200,10100,0.07,0,0.94,no,0
CR26-100520,180000,female,graduate_school,single,26,-2,0,0,100,0,600,0.6,0,0.0,yes,0
CR26-129177,100000,male,university,single,35,0,0,0,82600,38600,18500,0.04,0,0.95,yes,1
CR26-122851,360000,male,high_school,single,34,1,1,1,0,0,0,0.0,6,0.0,yes,1
CR26-122522,30000,female,university,married,25,1,2,2,29500,1000,5900,0.03,1,1.01,no,0
CR26-128358,20000,male,high_school,married,45,-1,2,2,12600,-11600,21300,0.28,2,0.28,no,0
CR26-104175,200000,male,university,married,33,0,2,1,15100,38800,32200,0.36,0,0.25,yes,0
CR26-100303,390000,female,graduate_school,married,28,0,0,0,65000,7100,27000,0.07,0,0.17,no,0
CR26-109486,130000,female,university,married,34,1,1,1,9600,-14600,17400,0.3,0,0.0,no,0
CR26-107159,130000,female,graduate_school,married,35,0,0,0,38800,-49300,58200,0.25,0,0.18,no,0
CR26-105971,120000,male,graduate_school,married,43,-1,0,0,3300,3100,21000,1.07,1,0.03,yes,0
CR26-101531,360000,female,graduate_school,single,31,3,3,6,2500,0,0,0.0,6,0.01,no,1
CR26-105918,200000,male,graduate_school,single,32,0,0,0,2200,7700,207100,5.0,4,0.05,no,0
CR26-121856,210000,male,university,single,52,-2,0,0,16200,-54400,92000,0.95,0,0.03,no,0
